name,nature,termStart,termEnd,state,constituency,party,gender,education,educationDetails,age,debates,bills,questions,attendance,notes
Md. Nadimul Haque,Elected,03-Apr-12,In office,West Bengal,,All India Trinamool Congress,Male,Information not available,,Information not available,0,0,0,86, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Meghraj Jain,Elected,06-May-11,02-04-2012,Madhya Pradesh,,Bharatiya Janata Party,Male,Others,,62,1,0,46,71, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Mohammad Shafi,Elected,16-Feb-09,In office,Jammu and Kashmir,,Jammu and Kashmir National Conference,Male,Graduate,"B.A., LL. B. Educated at University of Kashmir, Srinagar ",68,11,0,0,80, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Mohammed Adeeb,Elected,26-Nov-08,In office,Uttar Pradesh,,Independent,Male,Post Graduate,"M.Sc. Educated at Aligarh Muslim University, Aligarh (Uttar Pradesh) ",66,42,0,433,96, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Mohammed Amin,Elected,17-May-07,18-08-2011,West Bengal,,Communist Party of India (Marxist),Male,Others,No formal education,84,15,0,55,91, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Mohan Singh,Elected,05-Jul-10,In office,Uttar Pradesh,,Samajwadi Party,Male,Graduate,"M.A. ; Educated at Shri Krishna Inter College, Barahaj, Deoria and Allahabad University, Allahabad, Uttar Pradesh",67,15,7,184,94, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Mohd. Ali Khan,Elected,10-Apr-08,In office,Andhra Pradesh,,Indian National Congress,Male,Under Matric,,64,24,0,607,98, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Mohsina Kidwai,Elected,30-Jun-10,In office,Chhattisgarh,,Indian National Congress,Female,Inter/ Higher Secondary,"Intermediate Educated at Women's College, Aligarh Muslim University, Aligarh ",80,6,0,199,91, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Moinul Hassan,Elected,03-Apr-06,02-04-2012,West Bengal,,Communist Party of India (Marxist),Male,Graduate,"B. Sc. Educated at University of Calcutta, (West Bengal) ",54,73,0,334,80, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Motilal Vora,Elected,10-Apr-08,In office,Chhattisgarh,,Indian National Congress,Male,Inter/ Higher Secondary,"High School Educated at Raipur, Chhattisgarh ",83,18,0,501,98, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Mukhtar Abbas Naqvi,Elected,05-Jul-10,In office,Uttar Pradesh,,Bharatiya Janata Party,Male,Graduate,"B.A., LL.B. Educated at Allahabad University, Allahabad",54,12,0,3,90, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Mukul Roy,Elected,03-Apr-12,In office,West Bengal,,All India Trinamool Congress,Male,Graduate,"Higher Secondary, B. Sc. (Part I) Educated at Harneet High School, Kanchrapara, North 24 Parganas and Calcutta University, Kolkata (West Bengal) ",58,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.� They do not sign the attendance register, ask questions, or introduce private member bills. (All data corresponds to the period 04 Jun 2009 to 22 May 2012)"
Mukut Mithi,Elected,27-May-08,In office,Arunachal Pradesh,,Indian National Congress,Male,Graduate,"B.Sc. Educated at J.N. College, Pasighat ",60,4,0,2,88, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Munabbar Saleem,Elected,03-Apr-12,In office,Uttar Pradesh,,Samajwadi Party,Male,Information not available,,Information not available,2,0,0,100, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Munquad Ali,Elected,03-Apr-12,In office,Uttar Pradesh,,Bahujan Samaj Party,Male,Graduate,"B.A. Educated at Meerut University, Meerut ",50,0,0,0,41, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Murli Deora,Elected,03-Apr-08,In office,Maharashtra,,Indian National Congress,Male,Graduate,B.A.,75,0,0,0,71,"This MP was a Minister. He tendered his resignation on 12th July, 2011. Ministers represent the government in debates, so we do not report their participation. Participation and attendance details for this MP are thus available only from 13th July, 2011. (All data corresponds to the period 04 Jun 2009 to 22 May 2012)"
N. Balaganga,Elected,03-Apr-08,In office,Tamil Nadu,,All India Anna Dravida Munnetra Kazhagam,Male,Graduate,"B.A. Educated at Madras University, Chennai",61,31,0,336,71, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
N. Janardhana Reddy,Elected,01-Apr-09,In office,Andhra Pradesh,,Indian National Congress,Male,Professional Graduate,"B.A., B.Ed., Trained in Basic Education (a Gandhian Concept) ; Educated at V.R. College, Government College of Education, Nellore and Government College of Basic Education, Pentapadu, West Godavari District (Andhra Pradesh)",77,5,0,7,74, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
N. K. Singh,Elected,10-Apr-08,In office,Bihar,,Janata Dal (United),Male,Post Graduate,"M.A. (Economics) Educated at St. Stephen's College, University of Delhi and Delhi School of Economics, Delhi ",71,81,1,732,84, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
N.R. Govindarajar,Elected,30-Jun-04,29-06-2010,Tamil Nadu,,All India Anna Dravida Munnetra Kazhagam,Male,Post Graduate,"M.A. Educated at Annamalai University, Annamalai Nagar (Tamil Nadu) ",57,14,0,162,65, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Najma A. Heptulla,Elected,03-Apr-12,In office,Rajasthan,,Bharatiya Janata Party,Female,Doctorate,"M.Sc.(Zoology), Ph.D. (Cardiac Anatomy) Educated at Motilal Nehru Vigyan Mahavidyalaya",72,42,0,77,95, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Nand Kishore Yadav,Elected,05-Jul-04,04-07-2010,Uttar Pradesh,,Samajwadi Party,Male,Post Graduate,"M.A. (Political Science), LL.B. Educated at Gorakhpur University, Gorakhpur and Shibli National College, Azamgarh (Uttar Pradesh) ",53,13,0,204,88, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Nand Kumar Sai,Elected,04-Aug-09,In office,Chhattisgarh,,Bharatiya Janata Party,Male,Post Graduate,"M.A.(Political Science) ; Educated at N.E.S. College (formerly Ravishankar University), Jashpur Nagar, Distt. Raigarh (Madhya Pradesh)",66,20,0,467,78, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Nandamuri Harikrishna,Elected,10-Apr-08,In office,Andhra Pradesh,,Telugu Desam Party,Male,Inter/ Higher Secondary,"S.Sc. Educated at Senior Secondary School, Chennai ",55,1,0,126,71, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Nandi Yellaiah,Elected,10-Apr-08,In office,Andhra Pradesh,,Indian National Congress,Male,Matric,,69,14,0,272,78, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Narayan Singh Kesari,Elected,03-Apr-06,02-04-2012,Madhya Pradesh,,Bharatiya Janata Party,Male,Graduate,Hindi Visharad Educated at Indore ,86,1,0,7,95, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Narayan Singh Manaklao,Nominated,27-Aug-03,26-08-2009,,,Bharatiya Janata Party,Male,Doctorate,"M.A. (Hindi Literature), Ph.D. (Hindi Literature) Educated at Jai Narayan Vyas University, Jodhpur",69,1,0,0,87, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Narendra Budania,Elected,03-Apr-12,In office,Rajasthan,,Indian National Congress,Male,Professional Graduate,"B.Sc., LL.B. ; Educated at Lohia P.G. College, Churu and University of Rajasthan, Jaipur (Rajasthan)",55,12,0,23,97, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Narendra Kumar Kashyap,Elected,05-Jul-10,In office,Uttar Pradesh,,Bahujan Samaj Party,Male,Professional Graduate,"B.A., LL.B. ; Educated at K.V. Degree College, Meerut University, Uttar Pradesh and M.M.H. College, Ghaziabad, Uttar Pradesh",49,52,5,119,82, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Naresh Chandra Agrawal,Elected,03-Apr-12,In office,Uttar Pradesh,,Bahujan Samaj Party,Male,Professional Graduate,"B.Sc., LL.B. ; Educated at Lucknow University, Lucknow",60,30,0,114,69, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Naresh Gujral,Elected,22-Mar-07,In office,Punjab,,Shiromani Akali Dal,Male,Graduate,"B.A., F.C.A. Educated at St. Stephen's College, University of Delhi and Institute of Chartered Accountants of India, Delhi ",64,34,0,117,95, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Natuji Halaji Thakor,Elected,10-Apr-08,In office,Gujarat,,Bharatiya Janata Party,Male,Inter/ Higher Secondary,"SSC Educated at Mudarada, Distt. Mehsana (Gujarat) ",51,19,0,351,74, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Naznin Faruque,Elected,03-Apr-10,In office,Assam,,Indian National Congress,Female,Graduate,"B.A.(Hons.) ; Educated at Lady Kene College, North Eastern Hill University, Shillong, Meghalaya",57,0,0,147,89, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
O.T. Lepcha,Elected,24-Feb-06,23-02-2012,Sikkim,,Sikkim Democratic Front,Male,Under Graduate,,42,16,2,155,77, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Om Prakash Mathur,Elected,10-Apr-08,In office,Rajasthan,,Bharatiya Janata Party,Male,Graduate,"B.A. Educated at Rajasthan University, Jaipur ",59,10,0,202,80, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Oscar Fernandes,Elected,01-Jul-10,In office,Karnataka,,Indian National Congress,Male,Graduate,"Intermediate, B.A.II Educated at Cecilia's Convent, Board High School and M.G.M.College, Udupi ",71,0,0,0,84, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
P. Kannan,Elected,07-Oct-09,In office,Puducherry,,Indian National Congress,Male,Inter/ Higher Secondary,"P.U.C. (Intermediate) ; Educated at Tagore Arts College, Puducherry",62,6,0,1,47, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
P. Rajeeve,Elected,22-Apr-09,In office,Kerala,,Communist Party of India (Marxist),Male,Graduate,"B.A., LL.B., Diploma in Chemical Engineering Educated at St. Pauls College, Kalamassery, Govt. Law College, Ernakulum and Govt. Polytechnic, Kalamassery ",44,80,3,507,83, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
P.J. Kurien,Elected,02-Jul-06,In office,Kerala,,Indian National Congress,Male,Post Graduate,"M. Sc. Educated at St. Thomas College, Kozencherry (Kerala) and Government Science College, Rewa (Madhya Pradesh) ",71,34,2,150,95, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
P.R. Rajan,Elected,02-Jul-06,In office,Kerala,,Communist Party of India (Marxist),Male,Graduate,"B.Sc. Educated at Government Victoria College, Palakkad (Kerala) ",76,9,0,72,32, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Palvai Govardhan Reddy,Elected,03-Apr-12,In office,Andhra Pradesh,,Indian National Congress,Male,Information not available,,Information not available,1,0,12,90, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Pankaj Bora,Elected,16-Dec-11,In office,Assam,,Indian National Congress,Male,Information not available,,52,3,0,38,100, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Parimal Nathwani,Elected,10-Apr-08,In office,Jharkhand,,Independent,Male,Post Graduate,"Professional doctorate in management Educated at National Institute of Management, Ahmedabad ",56,9,0,427,43, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Parshottam Khodabhai Rupala,Elected,10-Apr-08,In office,Gujarat,,Bharatiya Janata Party,Male,Graduate,"B.Sc., B.Ed. Educated at Saurashtra University and Gujarat University ",57,22,2,329,78, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Parvez Hashmi,Elected,28-Jan-12,In office,Delhi,,Indian National Congress,Male,Post Graduate,"M. Sc. (Chemistry) ; Educated at Aligarh Muslim University, Aligarh",57,3,0,140,90, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Paul Manoj Pandian,Elected,30-Jun-10,In office,Tamil Nadu,,All India Anna Dravida Munnetra Kazhagam,Male,Professional Post Graduate,"B.L., M.L. ; Educated at Dr. Ambedkar Law College, Chennai and Madras University, Chennai",40,12,0,18,49, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Penumalli Madhu,Elected,22-Jun-04,21-06-2010,Andhra Pradesh,,Communist Party of India (Marxist),Male,Under Graduate,,63,8,0,165,86, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Phaggan Singh Kulaste,Elected,03-Apr-12,In office,Madhya Pradesh,,Bharatiya Janata Party,Male,Information not available,,Information not available,0,0,13,90, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Piyush Vedprakash Goyal,Elected,05-Jul-10,In office,Maharashtra,,Bharatiya Janata Party,Male,Professional Graduate,"B.Com., LL.B., F.C.A. ; Educated at Don Bosco High School, Mumbai, Jai Hind College, Mumbai, H.R. College of Commerce and Economics, Mumbai, Government Law College, Mumbai and Institute of Chartered Accountants of India, New Delhi",47,15,0,150,74, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Prabha Thakur,Elected,10-Apr-08,In office,Rajasthan,,Indian National Congress,Female,Doctorate,"B.A., M.A., Ph.D. Educated at Udaipur University, Udaipur (Rajasthan) ",62,41,0,236,80, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Prabhakar Kore,Elected,26-Jun-08,In office,Karnataka,,Bharatiya Janata Party,Male,Doctorate,"B.Com. Educated at Gogte College of Commerce, Belgaum ",64,3,0,49,56, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Prabhat Jha,Elected,10-Apr-08,In office,Madhya Pradesh,,Bharatiya Janata Party,Male,Post Graduate,"B. Sc., M.A. (Political Science), LL. B., Educated at PGV College, Gwalior and Madhav College, and MLB College, Gwalior ",54,53,9,779,65, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Pradeep Kumar Balmuchu,Elected,04-May-12,In office,Jharkhand,,Indian National Congress,Male,Post Graduate,M.Com; Studied at Co-operative college Jamshedpur,54,1,0,0,100, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Pradip Bhattacharya,Elected,18-Aug-11,In office,West Bengal,,Indian National Congress,Male,Information not available,information not available,Information not available,7,0,40,80, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Prakash Javadekar,Elected,03-Apr-08,In office,Maharashtra,,Bharatiya Janata Party,Male,Graduate,"B. Com. Educated at University of Pune, Pune ",61,84,7,464,91, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Pramod Kureel,Elected,09-Jul-10,02-04-2012,Uttar Pradesh,,Bahujan Samaj Party,Male,Post Graduate,"B. Arch. (Bachelor of Architechture), M. Arch. (Master of Architechture) Educated at School of Planning and Architechture, New Delhi",45,15,0,15,66, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Prasanta Chatterjee,Elected,03-Apr-08,In office,West Bengal,,Communist Party of India (Marxist),Male,Graduate,"Matriculation, Educated at Narikeldanga High School, Kolkata and City College, Kolkata",72,60,0,120,75, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Praveen Rashtrapal,Elected,03-Apr-12,In office,Gujarat,,Indian National Congress,Male,Graduate,"B.A., LL.B. Educated at Siddharth College, Mumbai",72,27,0,202,83, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Pravinchandra Rughnathji Naik,Elected,19-Feb-10,In office,Gujarat,,Bharatiya Janata Party,Male,Diploma Course,Electrical and Mechancial Engineering,75,0,0,8,82, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Prem Chand Gupta,Elected,10-Apr-08,In office,Bihar,,Rashtriya Janata Dal,Male,Graduate,"Graduate (Economics) Educated at Vaish College, Bhiwani, D.N.College, Hissar and Faculty of Law, Delhi University ",62,2,0,0,94, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Prithviraj Chavan,Elected,03-Apr-08,06-05-2011,Maharashtra,,Indian National Congress,Male,Post Graduate,"B.E.(Hons), M.S. Educated at B.I.T.S., Pilani, Rajasthan and University of California, Berkeley, U.S.A. ",66,N/A,N/A,N/A,N/A,"This MP was a Minister. He tendered his resignation on 10th November, 2010. Ministers represent the government in debates, so we do not report their participation. (All data corresponds to the period 04 Jun 2009 to 22 May 2012)"
Pyarelal Khandelwal,Elected,30-Jun-04,06-10-2009,Madhya Pradesh,,Bharatiya Janata Party,Male,Inter/ Higher Secondary,"Intermediate Educated at Madhyamik Shiksha Parishad, Indore",83,0,0,17,93, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Pyarimohan Mohapatra,Elected,02-Jul-10,In office,Orissa,,Biju Janata Dal,Male,Post Graduate,"B.A. (Hons.) in Economics, M.A. in Political Science, Diploma in Development Administration Educated at Ravenshaw College, Cuttack, Allahabad University, Allahabad and London School of Economics, London ",72,41,0,108,58, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
R.C. Singh,Elected,25-Jun-08,02-04-2012,West Bengal,,Communist Party of India,Male,Inter/ Higher Secondary,"Higher Secondary, Certificate in Mining Educated at D.A.V. School, Mau, Janta Degree College, Ranipur, Mau, Uttar Pradesh and Indian School of Mines, Dhanbad ",67,92,3,601,96, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
R.K. Dhawan,Elected,08-Jul-04,07-07-2010,Bihar,,Indian National Congress,Male,Graduate,"Graduate, Educated at Panjab University, Chandigarh ",74,0,0,0,84, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Raashid Alvi,Elected,03-Apr-06,02-04-2012,Andhra Pradesh,,Indian National Congress,Male,Graduate,"B.Sc., LL.B. Educated at K.G.K. College, Moradabad (Uttar Pradesh) ",56,13,0,59,98, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Rabinarayan Mohapatra,Elected,04-Apr-12,In office,Orissa,,Biju Janata Dal,Male,Information not available,,Information not available,3,0,3,95, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Radhakant Nayak,Elected,02-Jul-04,01-07-2010,Orissa,,Indian National Congress,Male,Doctorate,"B.A., M.A., Ph.D. Educated at Q.M. School, Berhampur, Khallikote College, Berhampur, Ravenshaw College, Cuttack and Utkal University, Bhubaneswar Conferred of Honorary Doctorate (Honoris Causa) by New England College (University), Henniker, New Hampshire,",73,4,0,0,82, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Raghunandan Sharma,Elected,10-Apr-08,In office,Madhya Pradesh,,Bharatiya Janata Party,Male,Post Graduate,"M.A. (Political Science) Educated at Vikram University, Ujjain ",66,18,0,283,88, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Rahul Bajaj,Elected,20-Jun-06,04-07-2010,Maharashtra,,Independent,Male,Post Graduate,"B.A.(Hons.), LL.B., M.B.A. Educated at Delhi University, Bombay University and Harvard University (U.S.A.) ",73,17,0,57,88, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Raj Mohinder Singh Majitha,Elected,05-Jul-04,04-07-2010,Punjab,,Shiromani Akali Dal,Male,Graduate,"B.A. Educated at Khalsa College, Amritsar (Punjab) B.A. Educated at Khalsa College, Amritsar (Punjab) ",72,4,0,259,48, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Rajaram,Elected,26-Nov-08,In office,Uttar Pradesh,,Bahujan Samaj Party,Male,Post Graduate,"Post Graduate Educated at Kashi Vidyapeeth, Varanasi ",43,0,0,0,80, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Rajeev Chandrasekhar,Elected,03-Apr-12,In office,Karnataka,,Independent,Male,Post Graduate,"B.E. (Electrical Engg.), Masters in Computer Science, Advanced Management Programme Educated at Manipal Institute of Technology, Manipal (Karnataka), Illinois Institute of Technology, Chicago and Harvard University, Boston (U.S.A.) ",47,26,8,477,66, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Rajeev Shukla,Elected,03-Apr-12,In office,Maharashtra,,Indian National Congress,Male,Post Graduate,"M.A., LL.B. Educated at P.P.N. College, Kanpur University, Christ Church College, Kanpur University and V.S.S.D. College of Law, Kanpur University",52,37,0,156,94,"This MP was appointed a minister in July, 2011.  Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 25th March, 2011. (All data corresponds to the period 04 Jun 2009 to 22 May 2012)"
Rajiv Pratap Rudy,Elected,04-Jul-08,In office,Bihar,,Bharatiya Janata Party,Male,Post Graduate,"B.A. (Hons.) (Eco.), M.A. (Eco.), LL.B., Commercial Pilot Licence Educated at St. Michaels High School, Patna (Bihar), Government College and Panjab University, Chandigarh ",50,33,0,292,90, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Rajkumar Dhoot,Elected,03-Apr-08,In office,Maharashtra,,Shiv Sena,Male,Graduate,"B.Com.(Hons.) Educated at S.B. College, Aurangabad (Maharashtra) ",56,5,0,530,47, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Rajniti Prasad,Elected,03-Apr-06,02-04-2012,Bihar,,Rashtriya Janata Dal,Male,Graduate,"B.A., LL.B. Educated at RD&DJ College, Munger, Bhagalpur University, Bihar and Patna Law College, Patna University, Bihar",65,101,0,141,83, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Rajpal Singh Saini,Elected,05-Jul-10,In office,Uttar Pradesh,,Bahujan Samaj Party,Male,Graduate,"Graduate ; Educated at D.A.V. Inter College Budhana, Muzaffarnagar, Shri Chandan Lal National Inter College, Kandhla and S.D. Degree College, Muzaffarnagar, Uttar Pradesh",59,0,0,0,97, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Ram Dayal Munda,Nominated,22-Mar-10,30-09-2011,,,Independent,Male,Doctorate,"M.A., Ph.D., Educated at Ranchi University, Ranchi and University of Chicago, U.S.A.",72,0,0,0,62, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Ram Gopal Yadav,Elected,26-Nov-08,In office,Uttar Pradesh,,Samajwadi Party,Male,Doctorate,"M. Sc. (Physics), M.A. (Political Science), Ph. D., Educated at Agra University, Agra and Kanpur University, Kanpur ",65,43,0,0,78, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Ram Jethmalani,Elected,05-Jul-10,In office,Rajasthan,,Bharatiya Janata Party,Male,Graduate,"LL.M. Educated at S.C. Shahani Law College, Karachi",88,8,0,372,48,"This MP has been re-elected/nominated. During his previous term, this MP was a nominated representative; the term ended on 26th August, 2009. (All data corresponds to the period 04 Jun 2009 to 22 May 2012)"
Ram Kripal Yadav,Elected,08-Jul-10,In office,Bihar,,Rashtriya Janata Dal,Male,Professional Graduate,"B.A.(Hons.), LL.B. ; Educated at Magadh University, Patna (Bihar)",54,66,0,157,77, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Ram Narayan Sahu,Elected,05-Jul-04,04-07-2010,Uttar Pradesh,,Samajwadi Party,Male,Under Matric,"Under Martric, Educated at Vishnu Narayan Inter College, Lucknow ",73,14,0,0,76, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Ram Prakash,Elected,10-Apr-08,In office,Haryana,,Indian National Congress,Male,Doctorate,"M.Sc.(Hons.), Ph.D. in Chemistry, UNESCO Course in Analytical Chemistry, D.Sc. (Honoris causa) Educated at D.A.V. College, Ambala City, Panjab University, Chandigarh, Charles University, Prague (Praha) and Heyrovsky Institute of Polarography, Prague (Prah",72,32,0,133,96, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Ram Vilas Paswan,Elected,08-Jul-10,In office,Bihar,,Lok Janasakti Party,Male,Professional Graduate,"M.A., LL.B., D.Litt (Honoris Causa) conferred by Bundelkhand University, Jhansi (Madhya Pradesh) ; Educated at Kosi College, Khagaria and Patna University, Patna (Bihar)",65,35,0,96,81, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Rama Chandra Khuntia,Elected,03-Apr-08,In office,Orissa,,Indian National Congress,Male,Post Graduate,"Graduate in Law, M.B.A. Educated at Utkal University and Sikkim Manipal University ",59,69,0,528,82, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Ramchandra Prasad Singh,Elected,08-Jul-10,In office,Bihar,,Janata Dal (United),Male,Post Graduate,"B.A. (Hons.) in History, M.A. (International Relations) ; Educated at High School, Hussainpur, Nalanda, Science College, Patna University, Patna College, Patna University, Patna and Jawaharlal Nehru University, New Delhi",53,3,0,271,64, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Ramdas Agarwal,Elected,04-Apr-06,03-04-2012,Rajasthan,,Bharatiya Janata Party,Male,Inter/ Higher Secondary,"Intermediate, Hindi Visharad Educated at Jaipur Maharaja College, Jaipur ",75,24,0,410,64, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
